pageptr,34634,pagetitle,Front Cover,pagefile,34635.jp2,show,0
pageptr,34635,pagetitle,Front Matter,pagefile,34636.jp2,show,0
pageptr,34636,pagetitle,Front Matter,pagefile,34637.jp2,show,0
pageptr,34637,pagetitle,Front Matter,pagefile,34638.jp2,show,0
pageptr,34638,pagetitle,Title Page,pagefile,34639.jp2,show,0
pageptr,34871,pagetitle,Friends' Page,pagefile,34872.jp2,show,0
pageptr,34877,pagetitle,Halcyon Staff,pagefile,34878.jp2,show,0
pageptr,34878,pagetitle,End Pages,pagefile,34879.jp2,show,0
pageptr,34879,pagetitle,End Pages,pagefile,34880.jp2,show,0
pageptr,34880,pagetitle,End Pages,pagefile,34881.jp2,show,0
pageptr,34881,pagetitle,Back Cover,pagefile,34882.jp2,show,0
pageptr,34639,pagetitle,Page 2,pagefile,34640.jp2,show,0
pageptr,34640,pagetitle,Page 3,pagefile,34641.jp2,show,0
pageptr,34641,pagetitle,Page 4,pagefile,34642.jp2,show,0
pageptr,34642,pagetitle,Page 5,pagefile,34643.jp2,show,0
pageptr,34643,pagetitle,Page 6,pagefile,34644.jp2,show,1
pageptr,34644,pagetitle,Page 7,pagefile,34645.jp2,show,1
pageptr,34645,pagetitle,Page 8,pagefile,34646.jp2,show,1
pageptr,34646,pagetitle,Page 9,pagefile,34647.jp2,show,1
pageptr,34647,pagetitle,Page 10,pagefile,34648.jp2,show,1
pageptr,34648,pagetitle,Page 11,pagefile,34649.jp2,show,1
pageptr,34649,pagetitle,Page 12,pagefile,34650.jp2,show,1
pageptr,34650,pagetitle,Page 13,pagefile,34651.jp2,show,1
pageptr,34651,pagetitle,Page 14,pagefile,34652.jp2,show,1
pageptr,34652,pagetitle,Page 15,pagefile,34653.jp2,show,1
pageptr,34653,pagetitle,Page 16,pagefile,34654.jp2,show,1
pageptr,34654,pagetitle,Page 17,pagefile,34655.jp2,show,0
pageptr,34655,pagetitle,Page 18,pagefile,34656.jp2,show,1
pageptr,34656,pagetitle,Page 19,pagefile,34657.jp2,show,0
pageptr,34657,pagetitle,Page 20,pagefile,34658.jp2,show,0
pageptr,34658,pagetitle,Page 21,pagefile,34659.jp2,show,0
pageptr,34659,pagetitle,Page 22,pagefile,34660.jp2,show,0
pageptr,34660,pagetitle,Page 23,pagefile,34661.jp2,show,0
pageptr,34661,pagetitle,Page 24,pagefile,34662.jp2,show,0
pageptr,34662,pagetitle,Page 25,pagefile,34663.jp2,show,0
pageptr,34663,pagetitle,Page 26,pagefile,34664.jp2,show,0
pageptr,34664,pagetitle,Page 27,pagefile,34665.jp2,show,0
pageptr,34665,pagetitle,Page 28,pagefile,34666.jp2,show,0
pageptr,34666,pagetitle,Page 29,pagefile,34667.jp2,show,0
pageptr,34667,pagetitle,Page 30,pagefile,34668.jp2,show,0
pageptr,34668,pagetitle,Page 31,pagefile,34669.jp2,show,0
pageptr,34669,pagetitle,Page 32,pagefile,34670.jp2,show,0
pageptr,34670,pagetitle,Page 33,pagefile,34671.jp2,show,0
pageptr,34671,pagetitle,Page 34,pagefile,34672.jp2,show,0
pageptr,34672,pagetitle,Page 35,pagefile,34673.jp2,show,0
pageptr,34673,pagetitle,Page 36,pagefile,34674.jp2,show,0
pageptr,34674,pagetitle,Page 37,pagefile,34675.jp2,show,0
pageptr,34675,pagetitle,Page 38,pagefile,34676.jp2,show,0
pageptr,34676,pagetitle,Page 39,pagefile,34677.jp2,show,0
pageptr,34677,pagetitle,Page 40,pagefile,34678.jp2,show,0
pageptr,34678,pagetitle,Page 41,pagefile,34679.jp2,show,0
pageptr,34679,pagetitle,Page 42,pagefile,34680.jp2,show,0
pageptr,34680,pagetitle,Page 43,pagefile,34681.jp2,show,0
pageptr,34681,pagetitle,Page 44,pagefile,34682.jp2,show,0
pageptr,34682,pagetitle,Page 45,pagefile,34683.jp2,show,0
pageptr,34683,pagetitle,Page 46,pagefile,34684.jp2,show,0
pageptr,34684,pagetitle,Page 47,pagefile,34685.jp2,show,0
pageptr,34685,pagetitle,Page 48,pagefile,34686.jp2,show,0
pageptr,34686,pagetitle,Page 49,pagefile,34687.jp2,show,0
pageptr,34687,pagetitle,Page 50,pagefile,34688.jp2,show,0
pageptr,34688,pagetitle,Page 51,pagefile,34689.jp2,show,0
pageptr,34689,pagetitle,Page 52,pagefile,34690.jp2,show,0
pageptr,34690,pagetitle,Page 53,pagefile,34691.jp2,show,0
pageptr,34691,pagetitle,Page 54,pagefile,34692.jp2,show,0
pageptr,34692,pagetitle,Page 55,pagefile,34693.jp2,show,0
pageptr,34693,pagetitle,Page 56,pagefile,34694.jp2,show,0
pageptr,34694,pagetitle,Page 57,pagefile,34695.jp2,show,0
pageptr,34695,pagetitle,Page 58,pagefile,34696.jp2,show,0
pageptr,34696,pagetitle,Page 59,pagefile,34697.jp2,show,0
pageptr,34697,pagetitle,Page 60,pagefile,34698.jp2,show,0
pageptr,34698,pagetitle,Page 61,pagefile,34699.jp2,show,0
pageptr,34699,pagetitle,Page 62,pagefile,34700.jp2,show,0
pageptr,34700,pagetitle,Page 63,pagefile,34701.jp2,show,0
pageptr,34701,pagetitle,Page 64,pagefile,34702.jp2,show,0
pageptr,34702,pagetitle,Page 65,pagefile,34703.jp2,show,0
pageptr,34703,pagetitle,Page 66,pagefile,34704.jp2,show,0
pageptr,34704,pagetitle,Page 67,pagefile,34705.jp2,show,0
pageptr,34705,pagetitle,Page 68,pagefile,34706.jp2,show,0
pageptr,34706,pagetitle,Page 69,pagefile,34707.jp2,show,0
pageptr,34707,pagetitle,Page 70,pagefile,34708.jp2,show,0
pageptr,34708,pagetitle,Page 71,pagefile,34709.jp2,show,0
pageptr,34709,pagetitle,Page 72,pagefile,34710.jp2,show,0
pageptr,34710,pagetitle,Page 73,pagefile,34711.jp2,show,0
pageptr,34711,pagetitle,Page 74,pagefile,34712.jp2,show,0
pageptr,34712,pagetitle,Page 75,pagefile,34713.jp2,show,0
pageptr,34713,pagetitle,Page 76,pagefile,34714.jp2,show,0
pageptr,34714,pagetitle,Page 77,pagefile,34715.jp2,show,0
pageptr,34715,pagetitle,Page 78,pagefile,34716.jp2,show,0
pageptr,34716,pagetitle,Page 79,pagefile,34717.jp2,show,0
pageptr,34717,pagetitle,Page 80,pagefile,34718.jp2,show,0
pageptr,34718,pagetitle,Page 81,pagefile,34719.jp2,show,0
pageptr,34719,pagetitle,Page 82,pagefile,34720.jp2,show,0
pageptr,34720,pagetitle,Page 83,pagefile,34721.jp2,show,0
pageptr,34721,pagetitle,Page 84,pagefile,34722.jp2,show,0
pageptr,34722,pagetitle,Page 85,pagefile,34723.jp2,show,0
pageptr,34723,pagetitle,Page 86,pagefile,34724.jp2,show,0
pageptr,34724,pagetitle,Page 87,pagefile,34725.jp2,show,0
pageptr,34725,pagetitle,Page 88,pagefile,34726.jp2,show,0
pageptr,34726,pagetitle,Page 89,pagefile,34727.jp2,show,0
pageptr,34727,pagetitle,Page 90,pagefile,34728.jp2,show,0
pageptr,34728,pagetitle,Page 91,pagefile,34729.jp2,show,0
pageptr,34729,pagetitle,Page 92,pagefile,34730.jp2,show,0
pageptr,34730,pagetitle,Page 93,pagefile,34731.jp2,show,0
pageptr,34731,pagetitle,Page 94,pagefile,34732.jp2,show,0
pageptr,34732,pagetitle,Page 95,pagefile,34733.jp2,show,0
pageptr,34733,pagetitle,Page 96,pagefile,34734.jp2,show,1
